City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,urucara,-2.5364,-57.76,296.49,96,85,1.21,BR,1727232275
287,cukurca,37.2481,43.6136,288.0,47,0,2.1,TR,1727232275
288,remire-montjoly,4.9167,-52.2667,300.17,89,100,0.51,GF,1727232275
289,curaca,-8.9903,-39.9094,298.16,56,100,8.15,BR,1727232275
290,north bend,43.4065,-124.2243,288.85,100,100,3.09,US,1727232276
291,afif,23.9065,42.9172,297.5,19,0,3.87,SA,1727232276
292,malibu,34.005,-118.8101,294.11,93,0,4.02,US,1727232276
293,kendari,-3.945,122.4989,305.75,52,27,2.84,ID,1727232276
294,talnakh,69.4865,88.3972,277.2,79,95,2.26,RU,1727232276
295,bayanhongor,46.7167,100.1167,280.46,51,42,0.9,MN,1727232276
296,rawson,-43.3002,-65.1023,282.31,27,0,4.63,AR,1727232034
297,valparaiso,-33.0393,-71.6273,285.95,66,0,1.54,CL,1727231716
298,chapeco,-27.0964,-52.6183,301.01,57,6,5.14,BR,1727232006
299,loch garman,52.3342,-6.4575,283.65,99,100,2.24,IE,1727232276
300,holualoa,19.6228,-155.9522,300.28,77,100,2.57,US,1727232277
301,adiake,5.2863,-3.304,296.6,94,41,2.41,CI,1727232277
302,mpulungu,-8.7623,31.1141,294.96,64,100,2.62,ZM,1727232277
303,island harbour,50.724,-1.2758,286.44,70,100,2.33,GB,1727232277
304,khuzdar,27.7384,66.6434,299.59,52,100,1.06,PK,1727232277
305,brisas de zicatela,15.8369,-97.0419,296.53,95,100,3.89,MX,1727232277
306,beledweyne,4.7358,45.2036,296.5,74,77,7.11,SO,1727232277
307,lerwick,60.1545,-1.1494,281.57,68,86,7.32,GB,1727232277
308,dolinsk,47.35,142.8,291.72,66,100,4.66,RU,1727232278
309,bonadelle ranchos-madera ranchos,36.9847,-119.8746,305.91,35,0,2.34,US,1727232278
310,mollendo,-17.0231,-72.0147,288.5,83,89,2.17,PE,1727232278
311,manda,-10.4667,34.5833,294.43,69,8,2.8,TZ,1727232278
312,change,47.985,0.2833,285.13,94,0,1.03,FR,1727232278
313,dongcun,36.7767,121.1597,298.43,53,0,2.41,CN,1727232278
314,acarau,-2.8856,-40.12,298.3,80,15,7.12,BR,1727232278
315,itapuranga,-15.5622,-49.9486,302.66,26,79,1.82,BR,1727232278
316,la'ie,21.6477,-157.9253,303.13,72,92,5.88,US,1727232279
317,happy valley-goose bay,53.3168,-60.3315,278.32,93,0,1.03,CA,1727232279
318,burang,30.25,81.1667,284.27,64,16,0.39,CN,1727232279
319,riobamba,-1.6667,-78.6333,284.46,91,76,1.84,EC,1727232279
320,murzuq,25.9155,13.9184,302.66,32,2,4.62,LY,1727232279
321,taizhou,32.4933,119.9106,298.08,75,100,1.6,CN,1727232279
322,lompoc,34.6391,-120.4579,290.76,88,100,3.09,US,1727232279
323,bure,10.7,37.0667,284.69,92,11,1.62,ET,1727232279
324,ciudad melchor muzquiz,27.8833,-101.5167,300.53,51,11,2.47,MX,1727232279
325,bathsheba,13.2167,-59.5167,300.49,89,40,3.09,BB,1727232280
326,nogliki,51.8333,143.1667,291.43,57,71,3.18,RU,1727232280
327,ventspils,57.3894,21.5606,290.11,77,75,3.09,LV,1727232280
328,uige,-7.6087,15.0613,293.41,90,100,0.69,AO,1727232280
329,altamira,-3.2033,-52.2064,295.09,96,10,0.98,BR,1727232280
330,itaituba,-4.2761,-55.9836,295.67,92,66,1.11,BR,1727232228
331,kiruna,67.8557,20.2251,272.66,93,100,2.57,SE,1727232073
332,chabahar,25.2919,60.643,300.33,79,99,2.35,IR,1727232280
333,naranjo,10.0987,-84.3782,292.55,98,100,1.01,CR,1727232280
334,santa maria do suacui,-18.1903,-42.4142,291.56,67,0,1.23,BR,1727232281
335,broken hill,-31.95,141.4333,288.92,81,100,2.63,AU,1727232281
336,alaior,39.9303,4.1404,293.01,94,20,1.03,ES,1727232281
337,vazante,-17.9869,-46.9078,298.14,32,18,0.88,BR,1727232281
338,yakeshi,49.2833,120.7333,287.9,55,0,2.01,CN,1727232281
339,tambovka,50.0969,128.0489,284.14,96,100,6.05,RU,1727232281
340,laguna,38.421,-121.4238,305.25,29,0,1.54,US,1727232281
341,akrehamn,59.2667,5.1833,279.29,93,100,1.54,NO,1727232281
342,guardo,42.7897,-4.8482,283.24,97,100,1.28,ES,1727232282
343,verkhnevilyuysk,63.4453,120.3167,282.6,86,100,2.63,RU,1727232282
344,raja,8.4596,25.678,292.62,95,89,1.36,SS,1727232282
345,massawa,15.6097,39.45,303.02,73,17,1.36,ER,1727232282
346,auki,-8.7676,160.7034,303.63,63,48,0.66,SB,1727232282
347,touros,-5.1989,-35.4608,297.58,81,36,7.59,BR,1727232254
348,dakhla,23.6848,-15.958,293.58,85,5,9.24,EH,1727232282
349,wotho,10.1657,166.0102,302.0,75,92,3.63,MH,1727232282
350,kilindoni,-7.9139,39.6668,297.66,81,64,3.74,TZ,1727232282
351,arkalyk,50.2486,66.9114,279.21,56,71,4.16,KZ,1727232282
352,kuacjok,8.3002,27.9903,294.19,94,21,1.38,SS,1727232283
353,torrington,41.8007,-73.1212,288.22,90,100,1.34,US,1727232208
354,guiratinga,-16.3494,-53.7583,300.08,24,45,0.76,BR,1727232283
355,cadale,2.7603,46.3222,298.09,83,97,7.29,SO,1727232283
356,hurricane,37.1753,-113.2899,301.66,15,0,0.45,US,1727232002
357,ulubey,40.8721,37.7588,288.22,86,100,2.35,TR,1727232283
358,jamestown,42.097,-79.2353,289.83,92,100,7.2,US,1727232238
359,arfoud,31.4348,-4.2375,296.98,61,1,2.12,MA,1727232284
360,suntar,62.1444,117.6319,285.75,75,93,2.23,RU,1727232284
361,ocean shores,46.9737,-124.1563,287.05,95,95,1.34,US,1727232054
362,margate,51.3813,1.3862,285.3,82,100,5.15,GB,1727232044
363,basugaon,26.4667,90.4,298.12,90,100,2.68,IN,1727232284
364,mount isa,-20.7333,139.5,303.02,25,75,8.75,AU,1727232284
365,nadym,65.5333,72.5167,273.98,97,100,9.82,RU,1727232284
366,bonthe,7.5264,-12.505,297.2,94,100,4.62,SL,1727232284
367,uruzgan,32.8333,66.0,297.76,11,0,2.08,AF,1727232284
368,labasa,-16.4167,179.3833,299.87,66,78,5.42,FJ,1727232284
369,settat,33.0007,-7.6204,288.83,82,66,3.28,MA,1727232285
370,oltinko'l,40.8011,72.1634,296.28,24,0,1.67,UZ,1727232285
371,susuman,62.7833,148.1667,276.71,37,51,5.88,RU,1727232285
372,orlovskiy,46.8714,42.0592,285.99,35,100,4.45,RU,1727232285
373,turpan,42.9333,89.1667,301.35,27,48,1.08,CN,1727232285
374,chaman,30.9236,66.4512,301.33,11,7,0.83,PK,1727232285
375,dudinka,69.4058,86.1778,277.04,84,98,4.99,RU,1727232285
376,natal,-5.795,-35.2094,298.27,78,20,5.66,BR,1727232123
377,diego martin,10.7005,-61.5342,299.03,88,10,2.88,TT,1727232285
378,alice springs,-23.7,133.8833,298.9,53,75,3.6,AU,1727232049
379,tsiombe,-25.3,45.4833,292.46,93,26,2.43,MG,1727232286
380,tommot,58.9564,126.2925,287.12,59,30,1.69,RU,1727232286
381,sittwe,20.15,92.9,299.4,92,100,5.31,MM,1727232286
382,akureyri,65.6835,-18.0878,276.11,87,75,4.63,IS,1727232286
383,shingu,33.7333,135.9833,298.6,56,36,2.5,JP,1727232286
384,cururupu,-1.8283,-44.8683,295.06,95,22,1.0,BR,1727232286
385,tshikapa,-6.4167,20.8,297.27,54,93,0.65,CD,1727232286
386,lubango,-14.9172,13.4925,292.07,59,20,3.09,AO,1727232286
387,sault ste. marie,46.5168,-84.3333,290.31,94,100,2.57,CA,1727232277
388,namsos,64.4662,11.4957,279.1,93,100,2.06,NO,1727232287
389,ancud,-41.8697,-73.8203,277.26,80,8,2.27,CL,1727232287
390,puerto baquerizo moreno,-0.9,-89.6,292.96,86,95,3.86,EC,1727232287
391,caleta olivia,-46.4393,-67.5281,280.3,40,1,4.42,AR,1727232137
392,kapuskasing,49.4169,-82.4331,287.2,94,100,3.6,CA,1727232287
393,rio grande,-32.035,-52.0986,291.63,97,100,6.64,BR,1727232118
394,zarghun shahr,32.8473,68.4457,293.06,16,0,1.47,AF,1727232287
395,diamantino,-14.4086,-56.4461,299.76,26,20,1.55,BR,1727232287
396,zapolyarnyy,69.4154,30.8136,280.35,97,100,3.09,RU,1727232287
397,slave lake,55.2834,-114.769,288.14,67,0,1.03,CA,1727232288
398,ar rass,25.8694,43.4973,298.54,19,0,2.54,SA,1727232288
399,hilo,19.7297,-155.09,301.45,78,0,3.6,US,1727232288
400,doka,13.5167,35.7667,295.29,92,85,3.1,SD,1727232288
401,rauenberg,49.2697,8.7042,287.96,82,44,2.43,DE,1727232288
402,coquimbo,-29.9533,-71.3436,285.0,85,0,2.06,CL,1727232208
403,sierra grande,-41.606,-65.3557,283.92,41,93,5.43,AR,1727232288
404,nikel,69.4128,30.222,280.45,96,100,2.35,RU,1727232288
405,namibe,-15.1961,12.1522,292.18,83,85,1.71,AO,1727232289
406,aberdeen,57.1437,-2.0981,279.42,87,19,4.63,GB,1727232289
407,abra pampa,-22.7205,-65.697,284.77,56,41,3.31,AR,1727232289
408,charters towers,-20.1,146.2667,303.88,31,0,4.69,AU,1727232289
409,luanda,-8.8368,13.2343,296.15,83,40,2.06,AO,1727232243
410,bokkos,9.3,9.0,289.74,90,50,2.06,NG,1727232289
411,san patricio,28.017,-97.5169,299.12,74,7,3.71,US,1727232289
412,ta`u,-14.2336,-169.5144,299.71,82,26,5.31,AS,1727232289
413,bukama,-9.2,25.85,296.2,44,100,1.24,CD,1727232290
414,manaure,11.7751,-72.4445,303.07,71,69,3.16,CO,1727232290
415,kribi,2.95,9.9167,297.06,91,99,0.99,CM,1727232290
416,visby,57.6409,18.296,289.27,88,75,9.26,SE,1727232058
417,cockburn town,21.4612,-71.1419,302.29,76,9,6.53,TC,1727232290
418,achacachi,-16.05,-68.6833,279.94,62,20,2.97,BO,1727232290
419,karratha,-20.7377,116.8463,301.17,59,0,5.69,AU,1727232290
420,pervomayskoye,43.919,46.7102,287.17,66,3,3.58,RU,1727232290
421,edson,53.5835,-116.4356,294.23,49,0,1.54,CA,1727232105
422,hadibu,12.65,54.0333,298.69,85,66,7.72,YE,1727232291
423,praia da vitoria,38.7333,-27.0667,297.29,83,75,7.78,PT,1727232291
424,tabuk,17.4189,121.4443,303.72,68,94,2.57,PH,1727232291
425,valdivia,-39.8142,-73.2459,277.2,100,51,0.49,CL,1727232164
426,haiku-pauwela,20.9219,-156.3051,301.07,73,95,11.18,US,1727232291
427,concordia,-31.393,-58.0209,291.36,92,100,2.24,AR,1727232071
428,porto velho,-8.7619,-63.9039,299.18,83,40,2.57,BR,1727232235
429,hami,42.8,93.45,298.31,21,7,4.57,CN,1727232292
430,arinos,-15.9169,-46.1056,296.95,35,0,1.44,BR,1727232292
431,kuala terengganu,5.3302,103.1408,303.12,74,20,1.54,MY,1727232292
432,hyesan,41.4017,128.1778,292.69,49,7,0.63,KP,1727232292
433,semey,50.4111,80.2275,278.27,56,0,4.0,KZ,1727232292
434,sake,-1.5736,29.045,290.82,76,94,0.47,CD,1727232292
435,emerald,-23.5333,148.1667,300.56,36,3,4.56,AU,1727232292
436,krupki,54.3178,29.1358,287.18,55,88,4.2,BY,1727232292
437,urzhum,57.1141,49.9996,277.24,66,10,2.08,RU,1727232292
438,onega,63.9061,38.1404,281.01,80,100,4.28,RU,1727232293
439,nabire,-3.3667,135.4833,304.21,58,72,2.57,ID,1727232293
440,saint-joseph,-21.3667,55.6167,293.36,78,41,4.31,RE,1727232293
441,lincoln,40.8,-96.667,291.79,58,0,2.06,US,1727232096
442,suva,-18.1416,178.4415,298.86,65,75,3.09,FJ,1727232293
443,bor,56.3567,44.0669,279.11,45,84,2.25,RU,1727232293
444,boca suno,-0.7167,-77.1333,296.67,73,26,0.82,EC,1727232293
445,bossangoa,6.4926,17.4552,293.68,98,98,0.81,CF,1727232293
446,talca,-35.4333,-71.6667,278.66,80,24,3.35,CL,1727232293
447,le robert,14.6775,-60.9392,301.18,78,0,1.54,MQ,1727232294
448,beichengqu,40.4394,113.1536,287.21,55,82,3.99,CN,1727232294
449,poronaysk,49.2167,143.1167,289.95,68,100,5.96,RU,1727232294
450,plastun,44.7561,136.2939,291.63,61,34,3.63,RU,1727232294
451,sao tome,0.3365,6.7273,298.17,87,100,3.88,ST,1727232294
452,basco,20.4487,121.9702,302.23,75,100,2.22,PH,1727232294
453,soller,39.7662,2.7152,292.23,74,36,0.58,ES,1727232294
454,broome,42.2506,-75.833,288.52,74,100,5.66,US,1727232294
455,galliano,29.4422,-90.2992,298.15,88,0,1.54,US,1727232294
456,luganville,-15.5333,167.1667,299.54,76,37,5.88,VU,1727232294
457,beatrice,40.2681,-96.747,289.2,59,0,2.06,US,1727232105
458,moussoro,13.6408,16.4901,299.87,60,100,2.72,TD,1727232295
459,marat,25.0701,45.4615,300.0,17,0,3.0,SA,1727232295
460,kalat,29.0225,66.5916,296.07,15,36,0.71,PK,1727232295
461,axim,4.8699,-2.2405,297.05,94,50,2.93,GH,1727232295
462,kidal,18.4411,1.4078,304.82,28,52,1.42,ML,1727232295
463,bria,6.5423,21.9863,293.92,98,100,0.25,CF,1727232295
464,kargasok,59.0556,80.8572,274.82,85,99,6.07,RU,1727232295
465,taco pozo,-25.6167,-63.2833,295.34,63,39,4.26,AR,1727232296
466,zinder,13.8072,8.9881,299.15,55,60,4.01,NE,1727232296
467,noosa heads,-26.3833,153.15,295.09,60,39,5.76,AU,1727232296
468,labrador city,52.9463,-66.9114,284.1,82,75,2.57,CA,1727232296
469,barakani,-12.1356,44.4317,297.09,81,16,1.09,KM,1727232296
470,vilyuchinsk,52.9306,158.4028,287.3,66,100,5.14,RU,1727232296
471,phetchaburi,12.9667,99.5833,297.17,86,100,0.14,TH,1727232296
472,pierre,44.3683,-100.351,292.75,52,0,0.89,US,1727232296
473,isangel,-19.55,169.2667,302.21,61,40,7.2,VU,1727232296
474,ayutla de los libres,16.9,-99.2167,294.17,98,100,1.04,MX,1727232296
475,tutoia,-2.7619,-42.2744,298.79,81,4,5.89,BR,1727232297
476,frutal,-20.0247,-48.9406,301.86,24,9,3.16,BR,1727232297
477,tucuma,-0.1833,-50.05,299.3,80,72,3.54,BR,1727232297
478,shalqar,47.8333,59.6,284.17,33,99,7.1,KZ,1727232297
479,nieuw amsterdam,5.8833,-55.0833,299.5,80,99,4.03,SR,1727232297
480,codrington,-38.2667,141.9667,282.47,86,100,3.01,AU,1727232297
481,amahai,-3.3333,128.9167,301.04,76,99,2.99,ID,1727232297
482,rivne,50.6231,26.2274,287.81,61,100,3.05,UA,1727232297
483,el granada,37.5027,-122.4694,292.59,81,20,4.63,US,1727232298
484,erbil,36.1926,44.0106,290.05,45,0,0.0,IQ,1727232298
485,nizhneudinsk,54.9076,99.0276,280.89,57,50,2.31,RU,1727232298
486,oudtshoorn,-33.5907,22.2014,287.88,88,100,0.75,ZA,1727232298
487,barra de santo antonio,-9.4047,-35.5072,296.89,79,31,5.28,BR,1727232298
488,muntok,-2.0667,105.1833,302.88,64,13,1.81,ID,1727232298
489,kerch,45.3583,36.4758,291.85,58,8,6.99,UA,1727232298
490,nkhata bay,-11.6066,34.2907,294.14,71,4,2.56,MW,1727232298
491,champerico,14.3,-91.9167,298.6,90,100,5.73,GT,1727232298
492,sapporo,43.0642,141.3469,293.68,63,40,10.29,JP,1727232298
493,bikenibeu village,1.3673,173.1241,304.13,62,20,2.06,KI,1727232299
494,kyongwon,42.8136,130.1528,293.64,60,73,1.63,KP,1727232299
495,safaga,26.7292,33.9365,300.33,52,0,7.29,EG,1727232299
496,valverde del camino,37.5751,-6.7543,291.93,75,100,0.67,ES,1727232299
497,cooma,-36.2333,149.1333,289.62,56,81,5.98,AU,1727232299
498,guankou,28.15,113.6333,298.03,73,100,0.49,CN,1727232299
499,inverloch,-38.6333,145.7167,283.72,80,100,4.41,AU,1727232299
500,nova sintra,14.8667,-24.7167,300.84,80,77,4.77,CV,1727232299
501,banda aceh,5.5577,95.3222,301.91,71,88,2.22,ID,1727232247
502,mawu,34.4307,104.9176,289.08,66,31,1.06,CN,1727232300
503,newman,37.3138,-121.0208,298.18,37,0,4.18,US,1727232300
504,juneau,58.3019,-134.4197,284.15,95,75,3.09,US,1727232300
505,kununurra,-15.7667,128.7333,307.14,38,2,3.6,AU,1727232300
506,mulayjah,27.271,48.4242,302.76,25,0,4.45,SA,1727232300
507,tuyum,9.9769,122.5582,301.57,75,100,2.12,PH,1727232300
508,saint-pierre,-21.3393,55.4781,293.97,68,0,1.54,RE,1727232300
509,mana,5.6592,-53.7767,299.83,82,52,4.2,GF,1727232300
510,sovetskaya gavan',48.9723,140.2878,289.43,57,100,2.29,RU,1727232301
511,tolanaro,-25.0319,46.9987,294.19,94,75,5.14,MG,1727232301
512,ciutadella,40.0011,3.8414,295.83,71,8,1.9,ES,1727232301
513,cidreira,-30.1811,-50.2056,291.68,95,91,5.51,BR,1727232023
514,vilyuysk,63.7553,121.6247,283.37,76,100,2.96,RU,1727232301
515,madalena,41.2162,-8.3345,291.18,98,100,1.58,PT,1727232301
516,virac,13.6333,124.2167,300.01,68,98,2.49,PH,1727232301
517,urucui,-7.2294,-44.5561,300.36,38,72,1.42,BR,1727232301
518,necochea,-38.5473,-58.7368,282.78,65,2,2.59,AR,1727232301
519,esperantina,-3.9017,-42.2336,296.63,84,84,2.0,BR,1727232302
520,jhanjharpur,26.2667,86.2833,300.49,76,100,7.55,IN,1727232302
521,puerto aysen,-45.4,-72.7,275.16,99,99,2.17,CL,1727232269
522,santa elena de uairen,4.6167,-61.1333,293.62,87,92,1.56,VE,1727232302
523,gurinhem,-7.1239,-35.4244,293.22,92,22,1.71,BR,1727232302
524,orange,33.7,-117.7675,294.07,83,20,2.57,US,1727232302
525,taksimo,56.3444,114.8794,286.44,52,48,1.81,RU,1727232302
526,sirte,31.2089,16.5887,297.99,76,2,3.68,LY,1727232302
527,bontang,0.1333,117.5,302.33,72,100,3.09,ID,1727232302
528,karukh,34.4811,62.5863,296.93,18,0,4.22,AF,1727232302
529,ellsworth,44.5434,-68.4195,284.56,92,0,0.0,US,1727232303
530,ust-tsilma,65.441,52.1498,272.77,82,84,1.48,RU,1727232303
531,carmona,14.3,121.0167,305.34,68,92,4.73,PH,1727232303
532,twon-brass,4.3151,6.2418,298.79,84,82,3.2,NG,1727232303
533,manokwari,-0.8667,134.0833,302.01,71,38,4.34,ID,1727232303
534,pizarro,4.9533,-77.366,298.27,90,64,2.6,CO,1727232303
535,blythe,33.6103,-114.5964,311.4,8,0,2.57,US,1727232303
536,leava,-14.3,-178.1667,299.64,81,44,7.78,WF,1727232304
537,sbikha,35.9333,10.0208,296.92,65,44,1.32,TN,1727232304
538,saudarkrokur,65.7461,-19.6394,275.29,84,50,6.2,IS,1727232304
539,murun-kuren,49.6342,100.1625,287.65,31,86,3.83,MN,1727232304
540,hammerfest,70.6634,23.6821,278.4,70,13,1.54,NO,1727232304
541,nastola,60.95,25.9333,285.61,84,100,3.01,FI,1727232304
542,yeppoon,-23.1333,150.7333,296.36,55,20,4.77,AU,1727232304
543,berbera,10.4396,45.0143,305.26,49,2,3.74,SO,1727232305
544,bhadra,29.1167,75.1667,305.64,49,5,2.99,IN,1727232305
545,napili-honokowai,20.9708,-156.6705,302.79,76,100,6.91,US,1727232305
546,lang suan,9.9456,99.0785,302.58,61,100,0.41,TH,1727232305
547,hamar,60.7945,11.068,284.44,98,100,1.38,NO,1727232212
548,wakkanai,45.4094,141.6739,293.14,52,75,5.66,JP,1727232305
549,farmington,36.7281,-108.2187,296.53,18,0,2.57,US,1727232179
550,suez,29.9737,32.5263,294.53,83,0,3.73,EG,1727232305
551,caleta de carquin,-11.0925,-77.6267,290.47,90,91,4.38,PE,1727232305
552,bafra,41.5678,35.9069,289.88,78,57,1.95,TR,1727232306
553,tromso,69.6496,18.957,281.16,61,20,8.75,NO,1727232306
554,whittlesea,-32.1759,26.8244,284.81,89,93,1.25,ZA,1727232306
555,guiuan,11.0333,125.7247,301.78,71,100,0.33,PH,1727232306
556,anloga,5.7947,0.8973,298.26,90,62,3.89,GH,1727232163
557,kanniyakumari,8.0833,77.5667,301.17,74,100,9.57,IN,1727232306
558,vorkuta,67.5,64.0,273.54,84,100,11.36,RU,1727232079
559,ochakiv,46.6128,31.5498,291.8,70,3,4.79,UA,1727232306
560,golyshmanovo,56.3979,68.3728,276.5,83,23,5.4,RU,1727232306
561,ebon,4.582,168.6964,301.99,70,10,2.18,MH,1727232307
562,coahuayana de hidalgo,18.7,-103.6583,299.58,93,100,0.14,MX,1727232307
563,kalix,65.853,23.1565,284.03,98,100,3.12,SE,1727232073
564,arboga,59.3939,15.8388,285.75,96,100,1.16,SE,1727232307
565,rauma,61.1272,21.5113,287.78,85,100,5.97,FI,1727232307
566,nagqu,31.5,92.0,280.71,46,99,1.37,CN,1727232307
567,polyarnyy,69.1989,33.4478,280.79,94,100,5.56,RU,1727232307
568,tooele,40.5308,-112.2983,292.28,39,0,0.8,US,1727232307
569,namtsy,62.7161,129.6658,283.2,56,55,3.69,RU,1727232307
570,taveta,-3.3963,37.6736,292.94,81,94,2.01,KE,1727232307
571,porbandar,21.6422,69.6093,300.93,76,61,5.61,IN,1727232307
572,new norfolk,-42.7826,147.0587,286.44,40,100,3.51,AU,1727232308
573,mantua,45.1667,10.7833,287.03,93,6,0.45,IT,1727232308
574,sitka,57.0531,-135.33,285.09,82,100,3.6,US,1727232308
575,bintulu,3.1667,113.0333,298.38,94,40,2.24,MY,1727232127
576,ulsteinvik,62.3432,5.8487,284.12,74,100,0.45,NO,1727232308
